"コード
4桁",バス停・駅電停・港・空港名,ターミナル種類・鉄道路線等,地域,住所,備考
4587,西方,,高梁市,高梁市中井町西方,
4588,西方上,,高梁市,高梁市中井町西方,
4589,西谷口,,高梁市,高梁市川上町地頭,
4590,西楢井,,高梁市,高梁市松山,
4591,西布寄三叉路,,高梁市,高梁市成羽町布寄,
4592,西山小学校前,,高梁市,高梁市備中町西山,
4593,西山ロッジ,,高梁市,高梁市備中町西山,
4594,西油野,,高梁市,高梁市備中町西油野,
4595,二本木,,高梁市,高梁市成羽町中野,
4596,日本生命前,,高梁市,高梁市弓之町,
4597,日本生命前（横町）,,高梁市,高梁市横町,
4598,根古里（一）,,高梁市,高梁市玉川町下切,
4599,根古里（二）,,高梁市,高梁市玉川町下切,
4600,農業構造改善センター,,高梁市,高梁市有漢町上有漢,
4601,農協支所,,高梁市,高梁市中井町西方,
4602,農協前,,高梁市,高梁市有漢町上有漢,
4603,野田,,高梁市,高梁市川上町下大竹,
4604,信清,,高梁市,高梁市有漢町有漢,
4605,野村医院,,高梁市,高梁市巨瀬町,
4606,乗元下,,高梁市,高梁市川上町領家,
4607,野呂上,,高梁市,高梁市川上町下大竹,
4608,野呂口,,高梁市,高梁市川上町地頭,
4609,野呂中,,高梁市,高梁市川上町七地,
4610,培根前,,高梁市,高梁市川面町,
4611,羽代口,,高梁市,高梁市中井町西方,
4612,畑上佐藤宅前,,高梁市,高梁市成羽町下日名,
4613,畑上三叉路,,高梁市,高梁市成羽町下日名,
4614,畑下方面三叉路,,高梁市,高梁市成羽町下日名,
4615,幡見,,高梁市,高梁市津川町今津,
4616,幡見橋,,高梁市,高梁市津川町今津,
4617,八十石,,高梁市,高梁市川上町地頭,
4618,鉢屋,,高梁市,高梁市成羽町坂本,
4619,八石,,高梁市,高梁市川面町,
4620,八長,,高梁市,高梁市高倉町大瀬八長,
4621,花内,,高梁市,高梁市川上町七地,
4622,花木,,高梁市,高梁市中井町西方,
4623,花木橋,,高梁市,高梁市中井町西方,
4624,羽根後小林宅後,,高梁市,高梁市成羽町羽根,
4625,羽根前麻田宅後,,高梁市,高梁市成羽町羽根,
4626,林ヶ迫,,高梁市,高梁市松原町神原,
4627,羽山下県道三叉路,,高梁市,高梁市成羽町羽山,
4628,羽山空広域農道,,高梁市,高梁市宇治町宇治,
4629,羽山天神神社,,高梁市,高梁市成羽町羽山,
4630,美牛,,高梁市,高梁市川上町高山,
4631,東,,高梁市,高梁市備中町布賀,
4632,東大松口,,高梁市,高梁市中井町西方,
4633,東停留所,,高梁市,高梁市成羽町小泉,
4634,東楢井,,高梁市,高梁市松山,
4635,東町,,高梁市,高梁市成羽町下原,
4636,東別れ,,高梁市,高梁市備中町布賀,
4637,光松,,高梁市,高梁市川上町仁賀,
4638,ヒキ谷,,高梁市,高梁市宇治町穴田,
4639,備中観光前,,高梁市,高梁市備中町布瀬,
4640,備中整形外科病院,,高梁市,高梁市成羽町下原,
4641,備中整形前,,高梁市,高梁市成羽町下原,
4642,備中地域局前,,高梁市,高梁市備中町布賀,
4643,日名側,,高梁市,高梁市備中町平川,
4644,日名口,,高梁市,高梁市成羽町下原,
4645,日名峠,,高梁市,高梁市川上町高山,
4646,日名畑上,,高梁市,高梁市成羽町上日名,
4647,日名畑三叉路,,高梁市,高梁市成羽町上日名,
4648,日名畑集荷場前,,高梁市,高梁市成羽町上日名,
4649,日名前,,高梁市,高梁市落合町福地,
4650,備北オートセンター前,,高梁市,高梁市落合町阿部,
4651,びほく農協前,,高梁市,高梁市落合町阿部,
4652,平川,,高梁市,高梁市備中町平川,
4653,広兼邸,,高梁市,高梁市成羽町中野,
4654,広小路,,高梁市,高梁市本町,
4655,広瀬,,高梁市,高梁市松山,
4656,広瀬駅,,高梁市,高梁市松山,
4657,広間前,,高梁市,高梁市備中町東油野,
4658,深見堂,,高梁市,高梁市松原町松岡,
4659,吹屋,,高梁市,高梁市成羽町吹屋,
4660,吹屋公民館,,高梁市,高梁市成羽町吹屋,
4661,福松川上宅前,,高梁市,高梁市川上町三沢,
4662,武家屋敷入口,,高梁市,高梁市石火矢町,
4663,藤倉,,高梁市,高梁市落合町阿部,
4664,藤の木峠,,高梁市,高梁市松原町神原,
4665,布瀬橋,,高梁市,高梁市備中町布瀬,
4666,二又瀬,,高梁市,高梁市備中町平川,
4667,舟津,,高梁市,高梁市玉川町玉,
4668,麓公会堂,,高梁市,高梁市備中町西山,
4669,古川口,,高梁市,高梁市川面町,
4670,古町,,高梁市,高梁市成羽町成羽,
4671,文化センター前,,高梁市,高梁市原田南町,
4672,平蔵谷,,高梁市,高梁市川上町下大竹,
4673,ベンガラ館入口,,高梁市,高梁市成羽町吹屋,
4674,保育所前,,高梁市,高梁市有漢町有漢,
4675,方谷駅,,高梁市,高梁市中井町西方,
4676,北方,,高梁市,高梁市備中町西油野,
4677,北方口,,高梁市,高梁市備中町西油野,
4678,ポルカ天満屋,,高梁市,高梁市横町,
4679,本郷集会所,,高梁市,高梁市成羽町布寄,
4680,本村,,高梁市,高梁市中井町津々,
4681,本村後,,高梁市,高梁市中井町津々,
4682,牧谷,,高梁市,高梁市川上町七地,
4683,牧谷下,,高梁市,高梁市川上町七地,
4684,まじ,,高梁市,高梁市備中町東油野,
4685,松木水野宅前,,高梁市,高梁市成羽町中野,
4686,松友,,高梁市,高梁市備中町東油野,
4687,松原,,高梁市,高梁市川上町仁賀,
4688,松原通り,,高梁市,高梁市松原通,
4689,松山城登山口,,高梁市,高梁市御前町,
4690,真弓,,高梁市,高梁市高倉町飯部,
4691,丸岩,,高梁市,高梁市川面町,
4692,丸岩西口,,高梁市,高梁市川面町,
4693,まるや商店前,,高梁市,高梁市成羽町布寄,
4694,丸山,,高梁市,高梁市宇治町穴田,
4695,馬渡,,高梁市,高梁市川上町地頭,
4696,まんが館前,,高梁市,高梁市川上町地頭,
4697,万年橋,,高梁市,高梁市川上町三沢,
4698,三沢,,高梁市,高梁市川上町三沢,
4699,角子,,高梁市,高梁市備中町平川,
4700,光安,,高梁市,高梁市川上町仁賀,
4701,南,,高梁市,高梁市川上町地頭,
4702,南倉庫前,,高梁市,高梁市松原町神原,
4703,宮瀬上,,高梁市,高梁市巨瀬町,
4704,宮瀬口,,高梁市,高梁市巨瀬町,
4705,宮谷口,,高梁市,高梁市巨瀬町,
4706,宮の前,,高梁市,高梁市成羽町下日名,
4707,向,,高梁市,高梁市備中町布賀,
4708,麦の草,,高梁市,高梁市川上町仁賀,
4709,六名口,,高梁市,高梁市巨瀬町,
4710,六名公会堂,,高梁市,高梁市巨瀬町,
4711,恵迫,,高梁市,高梁市川上町下大竹,
4712,用瀬上,,高梁市,高梁市備中町布瀬,
4713,用瀬橋,,高梁市,高梁市川上町領家,
4714,元仲田邸前,,高梁市,高梁市宇治町宇治,
4715,本谷,,高梁市,高梁市川上町上大竹,
4716,森病院前,,高梁市,高梁市八幡町,
4717,八重籬神社口,,高梁市,高梁市川端町,
4718,柳橋,,高梁市,高梁市巨瀬町,
4719,屋敷上,,高梁市,高梁市川面町,
4720,八頭,,高梁市,高梁市川上町三沢,
4721,八頭上,,高梁市,高梁市川上町三沢,
4722,保木上橋,,高梁市,高梁市成羽町上日名,
4723,安成,,高梁市,高梁市川上町仁賀,
4724,安元,,高梁市,高梁市巨瀬町,
4725,安元下,,高梁市,高梁市巨瀬町,
4726,やすらぎの里,,高梁市,高梁市備中町布賀,
4727,柳,,高梁市,高梁市巨瀬町,
4728,柳田,,高梁市,高梁市川上町高山,
4729,矢光集会所前,,高梁市,高梁市成羽町坂本,
4730,山形橋,,高梁市,高梁市有漢町有漢,
4731,山際,,高梁市,高梁市中井町津々,
4732,山の上口,,高梁市,高梁市松山,
4733,山本,,高梁市,高梁市成羽町成羽,
4734,山本上,,高梁市,高梁市成羽町成羽,
4735,矢名出橋,,高梁市,高梁市落合町福地,
4736,湯の平,,高梁市,高梁市中井町西方,
4737,弓矢,,高梁市,高梁市成羽町坂本,
4738,ゆめタウン前,,高梁市,高梁市落合町阿部,
4739,横内,,高梁市,高梁市中井町津々,
4740,横田校前,,高梁市,高梁市巨瀬町,
4741,横見口,,高梁市,高梁市有漢町有漢,
4742,吉家別れ,,高梁市,高梁市備中町西山,
4743,淀,,高梁市,高梁市川上町三沢,
4744,領家,,高梁市,高梁市川上町領家,
4745,領家上組,,高梁市,高梁市川上町領家,
4746,領家橋,,高梁市,高梁市川上町領家,
4747,領家古川,,高梁市,高梁市川上町領家,
4748,渡瀬,,高梁市,高梁市津川町八川,
4749,渡雁ゲートボール場,,高梁市,高梁市成羽町下日名,
4750,渡雁佐野宅前,,高梁市,高梁市成羽町下日名,
4751,和名谷,,高梁市,高梁市巨瀬町,
4752,割出,,高梁市,高梁市松原町松岡,
4753,石生,,勝田郡勝央町,勝田郡勝央町石生,
4754,石生坂上,,勝田郡勝央町,勝田郡勝央町石生,
4755,出雲乢旧十字路,,勝田郡勝央町,勝田郡勝央町植月中,
4756,一区,,勝田郡勝央町,勝田郡勝央町勝間田,
4757,植月西,,勝田郡勝央町,勝田郡勝央町植月中,
4758,植月東,,勝田郡勝央町,勝田郡勝央町植月東,
4759,大岩コミュニティ,,勝田郡勝央町,勝田郡勝央町曽井,
4760,大沢公会堂,,勝田郡勝央町,勝田郡勝央町植月中,
4761,大砂・下村,,勝田郡勝央町,勝田郡勝央町植月中,
4762,大谷,,勝田郡勝央町,勝田郡勝央町植月中,
4763,岡小中入口,,勝田郡勝央町,勝田郡勝央町岡,
4764,岡本村入口,,勝田郡勝央町,勝田郡勝央町岡,
4765,押田,,勝田郡勝央町,勝田郡勝央町勝間田,
4766,押田西,,勝田郡勝央町,勝田郡勝央町黒坂,
4767,押田パーキング,,勝田郡勝央町,勝田郡勝央町黒坂,
4768,小原,,勝田郡勝央町,勝田郡勝央町黒坂,
4769,小矢田畝平,,勝田郡勝央町,勝田郡勝央町小矢田,
4770,小矢田ごみステーション,,勝田郡勝央町,勝田郡勝央町小矢田,
4771,勝間田,,勝田郡勝央町,勝田郡勝央町勝間田,
4772,勝間田駅,,勝田郡勝央町,勝田郡勝央町岡,
4773,勝間田上,,勝田郡勝央町,勝田郡勝央町勝間田,
4774,勝間田高校,,勝田郡勝央町,勝田郡勝央町勝間田,
4775,勝間田下,,勝田郡勝央町,勝田郡勝央町岡,
4776,勝間田下十字路,,勝田郡勝央町,勝田郡勝央町勝間田,
4777,勝間田小学校,,勝田郡勝央町,勝田郡勝央町勝間田,
4778,上石生旧農協支店前,,勝田郡勝央町,勝田郡勝央町石生,
4779,上香山ごみステーション,,勝田郡勝央町,勝田郡勝央町上香山,
4780,河原一区西コミュニティ,,勝田郡勝央町,勝田郡勝央町河原,
4781,河原倉庫,,勝田郡勝央町,勝田郡勝央町河原,
4782,北高根,,勝田郡勝央町,勝田郡勝央町植月北,
4783,黒坂,,勝田郡勝央町,勝田郡勝央町黒坂,
4784,黒坂旧十字路,,勝田郡勝央町,勝田郡勝央町黒坂,
4785,黒土,,勝田郡勝央町,勝田郡勝央町黒土,
4786,黒土上,,勝田郡勝央町,勝田郡勝央町黒土,
4787,黒土西,,勝田郡勝央町,勝田郡勝央町黒土,
4788,黒土東,,勝田郡勝央町,勝田郡勝央町黒土,
4789,更生コミュニティ,,勝田郡勝央町,勝田郡勝央町植月東,
4790,河内,,勝田郡勝央町,勝田郡勝央町植月中,
4791,小矢田,,勝田郡勝央町,勝田郡勝央町小矢田,
4792,坂上,,勝田郡勝央町,勝田郡勝央町石生,
4793,逧,,勝田郡勝央町,勝田郡勝央町福吉,
4794,さとう記念病院,,勝田郡勝央町,勝田郡勝央町黒土,
4795,七十,,勝田郡勝央町,勝田郡勝央町畑屋,
4796,下明穂,,勝田郡勝央町,勝田郡勝央町植月中,
4797,下石生,,勝田郡勝央町,勝田郡勝央町植月東,
4798,下石生橋本橋,,勝田郡勝央町,勝田郡勝央町石生,
4799,下石生無人市,,勝田郡勝央町,勝田郡勝央町石生,
4800,下町川上,,勝田郡勝央町,勝田郡勝央町下町川,
4801,下町川下（広幡店）,,勝田郡勝央町,勝田郡勝央町下町川,
4802,勝央中学校,,勝田郡勝央町,勝田郡勝央町平,
4803,勝央郵便局,,勝田郡勝央町,勝田郡勝央町岡,
4804,神五郎,,勝田郡勝央町,勝田郡勝央町植月東,
4805,神五郎コミュニティ,,勝田郡勝央町,勝田郡勝央町植月東,
4806,すくすく村,,勝田郡勝央町,勝田郡勝央町上香山,
4807,諏訪神社入口(八日市),,勝田郡勝央町,勝田郡勝央町河原,
4808,曽井コミュニティ,,勝田郡勝央町,勝田郡勝央町曽井,
4809,総合保健福祉センター,,勝田郡勝央町,勝田郡勝央町平,
4810,田井コミュニティ,,勝田郡勝央町,勝田郡勝央町田井,
4811,田井西（上田邸前）,,勝田郡勝央町,勝田郡勝央町田井,
4812,田井西奥,,勝田郡勝央町,勝田郡勝央町田井,
4813,太平台医院前,,勝田郡勝央町,勝田郡勝央町平,
4814,高根,,勝田郡勝央町,勝田郡勝央町植月北,
4815,田中,,勝田郡勝央町,勝田郡勝央町植月北,
4816,田中入口,,勝田郡勝央町,勝田郡勝央町植月北,
4817,田中上,,勝田郡勝央町,勝田郡勝央町植月北,
4818,為本上,,勝田郡勝央町,勝田郡勝央町為本,
4819,為本下,,勝田郡勝央町,勝田郡勝央町為本,
4820,為本中,,勝田郡勝央町,勝田郡勝央町為本,
4821,中国勝間田,,勝田郡勝央町,勝田郡勝央町平,
4822,鳥羽野,,勝田郡勝央町,勝田郡勝央町植月北,
4823,豊久田上コミュニティ,,勝田郡勝央町,勝田郡勝央町豊久田,
4824,豊久田下コミュニティ,,勝田郡勝央町,勝田郡勝央町豊久田,
4825,豊久田中入口,,勝田郡勝央町,勝田郡勝央町豊久田,
4826,中石生,,勝田郡勝央町,勝田郡勝央町石生,
4827,中石生コミュニティ,,勝田郡勝央町,勝田郡勝央町石生,
4828,農協勝央支店,,勝田郡勝央町,勝田郡勝央町植月中,
4829,農協高取支店,,勝田郡勝央町,勝田郡勝央町黒坂,
4830,農協吉野店,,勝田郡勝央町,勝田郡勝央町豊久田,
4831,畑田,,勝田郡勝央町,勝田郡勝央町植月北,
4832,畑屋コミュニティ,,勝田郡勝央町,勝田郡勝央町畑屋,
4833,東吉田中橋,,勝田郡勝央町,勝田郡勝央町東吉田,
4834,平井医院前,,勝田郡勝央町,勝田郡勝央町美野,
4835,広高下,,勝田郡勝央町,勝田郡勝央町植月中,
4836,ファーマーズマーケット,,勝田郡勝央町,勝田郡勝央町岡,
4837,福吉コミュニティ,,勝田郡勝央町,勝田郡勝央町福吉,
4838,古吉野コミュニティ,,勝田郡勝央町,勝田郡勝央町石生,
4839,堀池,,勝田郡勝央町,勝田郡勝央町植月東,
4840,馬橋,,勝田郡勝央町,勝田郡勝央町豊久田,
4841,美野(水島商店),,勝田郡勝央町,勝田郡勝央町美野,
4842,美野天地入口,,勝田郡勝央町,勝田郡勝央町美野,
4843,鎧乢,,勝田郡勝央町,勝田郡勝央町植月東,
4844,鎧乢(吉川畳店),,勝田郡勝央町,勝田郡勝央町植月中,
4845,六体地蔵,,勝田郡勝央町,勝田郡勝央町勝間田,
4846,JA勝英奈義,,勝田郡奈義町,勝田郡奈義町久常,
4847,油尾,,勝田郡奈義町,勝田郡奈義町柿,
4848,荒内西コミュニティハウス,,勝田郡奈義町,勝田郡奈義町荒内西,
4849,ウォーキングプール,,勝田郡奈義町,勝田郡奈義町豊沢,
4850,小川歯科医院,,勝田郡奈義町,勝田郡奈義町高円,
4851,柿,,勝田郡奈義町,勝田郡奈義町柿,
4852,上町川,,勝田郡奈義町,勝田郡奈義町上町川,
4853,北吉野,,勝田郡奈義町,勝田郡奈義町滝本,
4854,行方,,勝田郡奈義町,勝田郡奈義町関本,
4855,行方畝,,勝田郡奈義町,勝田郡奈義町行方,
4856,行方局前,,勝田郡奈義町,勝田郡奈義町行方,
4857,行方郵便局,,勝田郡奈義町,勝田郡奈義町行方,
4858,金面,,勝田郡奈義町,勝田郡奈義町柿,
4859,高円,,勝田郡奈義町,勝田郡奈義町高円,
4860,高円コミュニティハウス,,勝田郡奈義町,勝田郡奈義町高円,
4861,小坂,,勝田郡奈義町,勝田郡奈義町小坂,
4862,小坂上,,勝田郡奈義町,勝田郡奈義町小坂,
4863,山彩村,,勝田郡奈義町,勝田郡奈義町滝本,
4864,自衛隊前,,勝田郡奈義町,勝田郡奈義町滝本,
4865,関本,,勝田郡奈義町,勝田郡奈義町関本,
4866,総合運動公園,,勝田郡奈義町,勝田郡奈義町柿,
4867,滝本局前,,勝田郡奈義町,勝田郡奈義町滝本,
4868,滝本郵便局,,勝田郡奈義町,勝田郡奈義町滝本,
4869,豊沢,,勝田郡奈義町,勝田郡奈義町豊沢,
4870,豊福歯科医院,,勝田郡奈義町,勝田郡奈義町滝本,
4871,屯地,,勝田郡奈義町,勝田郡奈義町中島東,
4872,奈義小前,,勝田郡奈義町,勝田郡奈義町広岡,
4873,奈義町役場,,勝田郡奈義町,勝田郡奈義町豊沢,
4874,ナギテラス,,勝田郡奈義町,勝田郡奈義町豊沢,
4875,奈義ファミリークリニック,,勝田郡奈義町,勝田郡奈義町豊沢,
4876,なぎみ苑,,勝田郡奈義町,勝田郡奈義町荒内西,
4877,奈義郵便局,,勝田郡奈義町,勝田郡奈義町豊沢,
4878,野々上医院,,勝田郡奈義町,勝田郡奈義町滝本,
4879,久常,,勝田郡奈義町,勝田郡奈義町久常,
4880,美術館・図書館・商工会,,勝田郡奈義町,勝田郡奈義町豊沢,
4881,広岡,,勝田郡奈義町,勝田郡奈義町広岡,
4882,広岡西,,勝田郡奈義町,勝田郡奈義町滝本,
4883,文化センター・保健相談センター,,勝田郡奈義町,勝田郡奈義町豊沢３２７－１,
4884,馬桑,,勝田郡奈義町,勝田郡奈義町馬桑,
4885,馬桑下,,勝田郡奈義町,勝田郡奈義町馬桑,
4886,馬桑中,,勝田郡奈義町,勝田郡奈義町馬桑,
4887,山の駅,,勝田郡奈義町,勝田郡奈義町高円,
4888,青木橋,,小田郡矢掛町,小田郡矢掛町横谷,
4889,青空市きらり,,小田郡矢掛町,小田郡矢掛町本堀,
4890,朝日橋,,小田郡矢掛町,小田郡矢掛町下高末,
4891,有木谷公会堂,,小田郡矢掛町,小田郡矢掛町小田,
4892,有木谷西,,小田郡矢掛町,小田郡矢掛町小田,
4893,有木谷上,,小田郡矢掛町,小田郡矢掛町小田,
4894,石井公会堂,,小田郡矢掛町,小田郡矢掛町本堀,
4895,石井中,,小田郡矢掛町,小田郡矢掛町本堀,
4896,石田,,小田郡矢掛町,小田郡矢掛町西川面,
4897,泉池,,小田郡矢掛町,小田郡矢掛町里山田,
4898,井谷集会所,,小田郡矢掛町,小田郡矢掛町横谷,
4899,一本松,,小田郡矢掛町,小田郡矢掛町西川面,
4900,井出ノ手集会所,,小田郡矢掛町,小田郡矢掛町小林,
4901,猪又,,小田郡矢掛町,小田郡矢掛町南山田,
4902,井原線矢掛駅,,小田郡矢掛町,小田郡矢掛町矢掛,
4903,今石,,小田郡矢掛町,小田郡矢掛町宇内,
4904,上公会堂,,小田郡矢掛町,小田郡矢掛町本堀,
4905,上谷,,小田郡矢掛町,小田郡矢掛町里山田,
4906,上谷（ごみＳ）,,小田郡矢掛町,小田郡矢掛町里山田,
4907,うぐいす団地,,小田郡矢掛町,小田郡矢掛町矢掛,
4908,宇根（ごみＳ）,,小田郡矢掛町,小田郡矢掛町南山田,
4909,宇根中,,小田郡矢掛町,小田郡矢掛町南山田,
4910,宇山入口,,小田郡矢掛町,小田郡矢掛町西川面,
4911,宇山上,,小田郡矢掛町,小田郡矢掛町西川面,
4912,宇山下（ごみS),,小田郡矢掛町,小田郡矢掛町西川面,
4913,江木,,小田郡矢掛町,小田郡矢掛町矢掛,
4914,江本上,,小田郡矢掛町,小田郡矢掛町中,
4915,江本公会堂,,小田郡矢掛町,小田郡矢掛町中,
4916,江本西（お堂）,,小田郡矢掛町,小田郡矢掛町中,
4917,江良公会堂,,小田郡矢掛町,小田郡矢掛町江良,
4918,円融寺下,,小田郡矢掛町,小田郡矢掛町小田,
4919,大井入口,,小田郡矢掛町,小田郡矢掛町本堀,
4920,大井公会堂,,小田郡矢掛町,小田郡矢掛町本堀,
4921,大唐田,,小田郡矢掛町,小田郡矢掛町宇角,
4922,大桜,,小田郡矢掛町,小田郡矢掛町宇内,
4923,大桜下,,小田郡矢掛町,小田郡矢掛町宇内,
4924,大谷川中橋,,小田郡矢掛町,小田郡矢掛町東三成,
4925,大谷川橋,,小田郡矢掛町,小田郡矢掛町東三成,
4926,大鳥居北,,小田郡矢掛町,小田郡矢掛町西川面,
4927,大鳥居南,,小田郡矢掛町,小田郡矢掛町西川面,
4928,大仁五公会堂,,小田郡矢掛町,小田郡矢掛町浅海,
4929,大西上,,小田郡矢掛町,小田郡矢掛町小田２４６０,
4930,大西下,,小田郡矢掛町,小田郡矢掛町小田,
4931,大曲,,小田郡矢掛町,小田郡矢掛町東川面,
4932,大渡,,小田郡矢掛町,小田郡矢掛町横谷,
4933,岡田,,小田郡矢掛町,小田郡矢掛町江良,
4934,岡本谷入口,,小田郡矢掛町,小田郡矢掛町小林,
4935,岡本谷下,,小田郡矢掛町,小田郡矢掛町小林,
4936,岡谷上,,小田郡矢掛町,小田郡矢掛町内田,
4937,岡谷中,,小田郡矢掛町,小田郡矢掛町内田,
4938,奥迫,,小田郡矢掛町,小田郡矢掛町矢掛,
4939,奥田上,,小田郡矢掛町,小田郡矢掛町上高末,
4940,奥田下,,小田郡矢掛町,小田郡矢掛町上高末,
4941,奥山（西川面）,,小田郡矢掛町,小田郡矢掛町西川面,
4942,奥山（江良）,,小田郡矢掛町,小田郡矢掛町江良,
4943,奥山常夜燈,,小田郡矢掛町,小田郡矢掛町江良,
4944,小迫,,小田郡矢掛町,小田郡矢掛町南山田,
4945,小田駅,,小田郡矢掛町,小田郡矢掛町小田,
4946,小田球場入口,,小田郡矢掛町,小田郡矢掛町小田,
4947,小田公民館,,小田郡矢掛町,小田郡矢掛町小田,
4948,小田東,,小田郡矢掛町,小田郡矢掛町小田,
4949,御土井,,小田郡矢掛町,小田郡矢掛町横谷,
4950,鬼ヶ嶽入口,,小田郡矢掛町,小田郡矢掛町上高末,
4951,折坂,,小田郡矢掛町,小田郡矢掛町東三成,
4952,柏木上,,小田郡矢掛町,小田郡矢掛町横谷,
4953,柏木下（ごみS),,小田郡矢掛町,小田郡矢掛町横谷,
4954,柏木中,,小田郡矢掛町,小田郡矢掛町横谷,
4955,片山,,小田郡矢掛町,小田郡矢掛町江良,
4956,片山公会堂,,小田郡矢掛町,小田郡矢掛町本堀,
4957,金原,,小田郡矢掛町,小田郡矢掛町宇内,
4958,上高末集会所前,,小田郡矢掛町,小田郡矢掛町上高末,
4959,上高階,,小田郡矢掛町,小田郡矢掛町下高末,
4960,上鳥越,,小田郡矢掛町,小田郡矢掛町内田,
4961,神ノ脇,,小田郡矢掛町,小田郡矢掛町南山田,
4962,上山中,,小田郡矢掛町,小田郡矢掛町南山田,
4963,上山西,,小田郡矢掛町,小田郡矢掛町南山田,
4964,上山東（ごみＳ）,,小田郡矢掛町,小田郡矢掛町南山田,
4965,亀麓（ごみS),,小田郡矢掛町,小田郡矢掛町小田,
4966,川原,,小田郡矢掛町,小田郡矢掛町横谷,
4967,川東,,小田郡矢掛町,小田郡矢掛町下高末,
4968,川面,,小田郡矢掛町,小田郡矢掛町西川面,
4969,川面公民館,,小田郡矢掛町,小田郡矢掛町西川面,
4970,川面農協,,小田郡矢掛町,小田郡矢掛町西川面,
4971,北郷（尾仲池）,,小田郡矢掛町,小田郡矢掛町東川面,
4972,北田,,小田郡矢掛町,小田郡矢掛町東川面,
4973,吉備公館址,,小田郡矢掛町,小田郡矢掛町東三成,
4974,旧小田郵便局,,小田郡矢掛町,小田郡矢掛町小田,
4975,旧お堂前,,小田郡矢掛町,小田郡矢掛町小田,
4976,旧農協川面支所,,小田郡矢掛町,小田郡矢掛町西川面,
4977,旧農協支所,,小田郡矢掛町,小田郡矢掛町里山田,
4978,旧美川郵便局前,,小田郡矢掛町,小田郡矢掛町内田,
4979,清田井上（ごみＳ）,,小田郡矢掛町,小田郡矢掛町西川面,
4980,清田井下,,小田郡矢掛町,小田郡矢掛町西川面,
4981,久谷,,小田郡矢掛町,小田郡矢掛町上高末,
4982,久谷下,,小田郡矢掛町,小田郡矢掛町上高末,
4983,久谷上,,小田郡矢掛町,小田郡矢掛町上高末,
4984,久谷荒神様,,小田郡矢掛町,小田郡矢掛町上高末,
4985,車谷,,小田郡矢掛町,小田郡矢掛町西川面,
4986,車谷入口,,小田郡矢掛町,小田郡矢掛町東三成,
4987,弦橋南詰,,小田郡矢掛町,小田郡矢掛町里山田,
4988,神前神社,,小田郡矢掛町,小田郡矢掛町南山田,
4989,河内城,,小田郡矢掛町,小田郡矢掛町小林,
4990,小林,,小田郡矢掛町,小田郡矢掛町小林,
4991,桜木（ごみＳ）,,小田郡矢掛町,小田郡矢掛町下高末,
4992,市場,,小田郡矢掛町,小田郡矢掛町東三成,
4993,市場上,,小田郡矢掛町,小田郡矢掛町小林,
4994,市場下,,小田郡矢掛町,小田郡矢掛町小林,
4995,七屋敷上,,小田郡矢掛町,小田郡矢掛町小田,
4996,七屋敷下,,小田郡矢掛町,小田郡矢掛町小田,
4997,清水谷,,小田郡矢掛町,小田郡矢掛町里山田,
4998,下小林集会所,,小田郡矢掛町,小田郡矢掛町小林,
4999,下在,,小田郡矢掛町,小田郡矢掛町西川面,
5000,下谷公会堂,,小田郡矢掛町,小田郡矢掛町里山田,
5001,下鳥越,,小田郡矢掛町,小田郡矢掛町内田,
5002,商店街（中町）,,小田郡矢掛町,小田郡矢掛町矢掛,
5003,商店街（西町）,,小田郡矢掛町,小田郡矢掛町矢掛,
5004,消防器庫（宇内）,,小田郡矢掛町,小田郡矢掛町宇内,
5005,消防器庫（江良）,,小田郡矢掛町,小田郡矢掛町江良,
5006,消防器庫（浅海）,,小田郡矢掛町,小田郡矢掛町浅海,
5007,消防器庫前（里山田）,,小田郡矢掛町,小田郡矢掛町里山田,
5008,消防器庫前（南山田）,,小田郡矢掛町,小田郡矢掛町南山田,
5009,城江公会堂,,小田郡矢掛町,小田郡矢掛町中,
5010,城江中,,小田郡矢掛町,小田郡矢掛町中,
5011,城江西,,小田郡矢掛町,小田郡矢掛町中,
5012,城江東,,小田郡矢掛町,小田郡矢掛町中,
5013,城平（お堂）,,小田郡矢掛町,小田郡矢掛町下高末,
5014,新池下,,小田郡矢掛町,小田郡矢掛町小田,
5015,新町,,小田郡矢掛町,小田郡矢掛町小田,
5016,水車の里,,小田郡矢掛町,小田郡矢掛町東三成,
5017,砂原入口上,,小田郡矢掛町,小田郡矢掛町内田,
5018,砂原入口下,,小田郡矢掛町,小田郡矢掛町内田,
5019,千田中,,小田郡矢掛町,小田郡矢掛町小田,
5020,僧都橋東詰,,小田郡矢掛町,小田郡矢掛町小林,
5021,惣田,,小田郡矢掛町,小田郡矢掛町内田,
5022,第一,,小田郡矢掛町,小田郡矢掛町東川面,
5023,大正橋西詰,,小田郡矢掛町,小田郡矢掛町西川面,
5024,大通寺,,小田郡矢掛町,小田郡矢掛町小林,
5025,崇道神社前,,小田郡矢掛町,小田郡矢掛町里山田,
5026,高田（ごみＳ）,,小田郡矢掛町,小田郡矢掛町横谷,
5027,高柳公会堂,,小田郡矢掛町,小田郡矢掛町浅海,
5028,高柳西,,小田郡矢掛町,小田郡矢掛町浅海,
5029,田鶴橋北詰,,小田郡矢掛町,小田郡矢掛町浅海,
5030,田寺（丸五東）,,小田郡矢掛町,小田郡矢掛町東川面,
